0.078750,0.078750,0.240000
0.078750,0.068250,0.240000
0.078750,0.057750,0.240000
0.078750,0.047250,0.240000
0.078750,0.036750,0.240000
0.078750,0.026250,0.240000
0.078750,0.015750,0.240000
0.078750,0.005250,0.240000
0.078750,-0.005250,0.240000
0.078750,-0.015750,0.240000
0.078750,-0.026250,0.240000
0.078750,-0.036750,0.240000
0.078750,-0.047250,0.240000
0.078750,-0.057750,0.240000
0.078750,-0.068250,0.240000
0.078750,-0.078750,0.240000
0.068250,0.078750,0.240000
0.068250,0.068250,0.240000
0.068250,0.057750,0.240000
0.068250,0.047250,0.240000
0.068250,0.036750,0.240000
0.068250,0.026250,0.240000
0.068250,0.015750,0.240000
0.068250,0.005250,0.240000
0.068250,-0.005250,0.240000
0.068250,-0.015750,0.240000
0.068250,-0.026250,0.240000
0.068250,-0.036750,0.240000
0.068250,-0.047250,0.240000
0.068250,-0.057750,0.240000
0.068250,-0.068250,0.240000
0.068250,-0.078750,0.240000
0.057750,0.078750,0.240000
0.057750,0.068250,0.240000
0.057750,0.057750,0.240000
0.057750,0.047250,0.240000
0.057750,0.036750,0.240000
0.057750,0.026250,0.240000
0.057750,0.015750,0.240000
0.057750,0.005250,0.240000
0.057750,-0.005250,0.240000
0.057750,-0.015750,0.240000
0.057750,-0.026250,0.240000
0.057750,-0.036750,0.240000
0.057750,-0.047250,0.240000
0.057750,-0.057750,0.240000
0.057750,-0.068250,0.240000
0.057750,-0.078750,0.240000
0.047250,0.078750,0.240000
0.047250,0.068250,0.240000
0.047250,0.057750,0.240000
0.047250,0.047250,0.240000
0.047250,0.036750,0.240000
0.047250,0.026250,0.240000
0.047250,0.015750,0.240000
0.047250,0.005250,0.240000
0.047250,-0.005250,0.240000
0.047250,-0.015750,0.240000
0.047250,-0.026250,0.240000
0.047250,-0.036750,0.240000
0.047250,-0.047250,0.240000
0.047250,-0.057750,0.240000
0.047250,-0.068250,0.240000
0.047250,-0.078750,0.240000
0.036750,0.078750,0.240000
0.036750,0.068250,0.240000
0.036750,0.057750,0.240000
0.036750,0.047250,0.240000
0.036750,0.036750,0.240000
0.036750,0.026250,0.240000
0.036750,0.015750,0.240000
0.036750,0.005250,0.240000
0.036750,-0.005250,0.240000
0.036750,-0.015750,0.240000
0.036750,-0.026250,0.240000
0.036750,-0.036750,0.240000
0.036750,-0.047250,0.240000
0.036750,-0.057750,0.240000
0.036750,-0.068250,0.240000
0.036750,-0.078750,0.240000
0.026250,0.078750,0.240000
0.026250,0.068250,0.240000
0.026250,0.057750,0.240000
0.026250,0.047250,0.240000
0.026250,0.036750,0.240000
0.026250,0.026250,0.240000
0.026250,0.015750,0.240000
0.026250,0.005250,0.240000
0.026250,-0.005250,0.240000
0.026250,-0.015750,0.240000
0.026250,-0.026250,0.240000
0.026250,-0.036750,0.240000
0.026250,-0.047250,0.240000
0.026250,-0.057750,0.240000
0.026250,-0.068250,0.240000
0.026250,-0.078750,0.240000
0.015750,0.078750,0.240000
0.015750,0.068250,0.240000
0.015750,0.057750,0.240000
0.015750,0.047250,0.240000
0.015750,0.036750,0.240000
0.015750,0.026250,0.240000
